Time,Open,High,Low,Last,Change,%Chg,Volume
"06/03/2024 02:00",18899.5,18909.5,18879,18879,-26.75,-0.14%,12
"06/03/2024 01:30",18898,18913.75,18897,18905.75,31.25,+0.17%,31
"06/03/2024 01:00",18889,18889.25,18874.5,18874.5,-9.5,-0.05%,8
"06/03/2024 00:30",18888.25,18888.25,18884,18884,-13.,-0.07%,5
"06/03/2024 00:00",18887.5,18897,18887.5,18897,5.5,+0.03%,13
"06/02/2024 23:30",18891.25,18891.5,18891.25,18891.5,0.5,0.00%,6
"06/02/2024 23:00",18884.5,18891,18883.5,18891,6.25,+0.03%,71
"06/02/2024 22:30",18879.5,18886.75,18878.75,18884.75,1,+0.01%,9
"06/02/2024 22:00",18887,18892.5,18883.75,18883.75,-5.25,-0.03%,12
"06/02/2024 21:30",18880.5,18889,18880,18889,5.75,+0.03%,5
"06/02/2024 21:00",18882.75,18885,18877.5,18883.25,13.25,+0.07%,19
"06/02/2024 20:30",18865.75,18870,18865.75,18870,10,+0.05%,2
"06/02/2024 20:00",18878.5,18885.5,18860,18860,-16.,-0.08%,16
"06/02/2024 19:30",18878.75,18880,18873.25,18876,-8.25,-0.04%,12
"06/02/2024 19:00",18849.25,18884.25,18849.25,18884.25,52.25,+0.28%,32
"06/02/2024 18:30",18838.25,18838.25,18832,18832,-6.25,-0.03%,6
"06/02/2024 18:00",18809.5,18838.25,18806,18838.25,25.5,+0.14%,41
"06/02/2024 17:30",18810,18813,18807.75,18812.75,-0.75,0.00%,17
"06/02/2024 17:00",18835.25,18835.25,18783,18813.5,-0.5,0.00%,56
"05/31/2024 15:30",18821.5,18824,18814,18814,-8.25,-0.04%,21
"05/31/2024 15:00",18835,18866,18812.75,18822.25,-17.75,-0.09%,83
"05/31/2024 14:30",18651.25,18840,18651.25,18840,182,+0.98%,163
"05/31/2024 14:00",18586.25,18668.25,18586.25,18658,62.75,+0.34%,86
"05/31/2024 13:30",18550,18596.75,18550,18595.25,37,+0.20%,21
"05/31/2024 13:00",18575.25,18582.5,18558.25,18558.25,-20.75,-0.11%,25
"05/31/2024 12:30",18600,18605.5,18573.75,18579,-19.5,-0.10%,60
"05/31/2024 12:00",18543.25,18600,18543,18598.5,65.5,+0.35%,110
"05/31/2024 11:30",18503,18537.5,18495.5,18533,31.75,+0.17%,74
"05/31/2024 11:00",18538,18551.25,18486,18501.25,-41.,-0.22%,87
"05/31/2024 10:30",18570,18584.5,18539,18542.25,-33.75,-0.18%,71
"05/31/2024 10:00",18623.25,18623.5,18576,18576,-56.,-0.30%,190
"05/31/2024 09:30",18657.75,18657.75,18601,18632,-33.,-0.18%,271
"05/31/2024 09:00",18779.25,18790.75,18660,18665,-130.,-0.69%,225
"05/31/2024 08:30",18848.75,18870,18780,18795,-46.25,-0.25%,158
"05/31/2024 08:00",18888.5,18896.5,18841.25,18841.25,-53.75,-0.28%,110
"05/31/2024 07:30",18850,18910,18821.25,18895,72,+0.38%,112
"05/31/2024 07:00",18803,18823,18803,18823,17.75,+0.09%,22
"05/31/2024 06:30",18780,18805.25,18780,18805.25,29,+0.15%,12
"05/31/2024 06:00",18765,18780,18765,18776.25,22.75,+0.12%,10
"05/31/2024 05:30",18760,18765,18730,18753.5,-8.25,-0.04%,20
"05/31/2024 05:00",18788.5,18788.5,18760,18761.75,-25.5,-0.14%,14
"05/31/2024 04:30",18789,18792.75,18773,18787.25,2.25,+0.01%,22
"05/31/2024 04:00",18781,18785,18775,18785,-5.,-0.03%,5
"05/31/2024 03:30",18811.75,18813.75,18790,18790,-17.5,-0.09%,13
"05/31/2024 03:00",18774.75,18811,18774.75,18807.5,51,+0.27%,16
"05/31/2024 02:30",18775,18775,18756.5,18756.5,-13.5,-0.07%,8
"05/31/2024 02:00",18792.75,18792.75,18770,18770,-20.5,-0.11%,42
"05/31/2024 01:30",18785.75,18794.75,18785.75,18790.5,2,+0.01%,4
"05/31/2024 01:00",18787,18789,18787,18788.5,9,+0.05%,5
"05/31/2024 00:30",18793,18796.25,18779.5,18779.5,-17.25,-0.09%,5
"05/31/2024 00:00",18791,18805,18791,18796.75,5.25,+0.03%,17
"05/30/2024 23:30",18796.5,18796.5,18791.5,18791.5,-4.75,-0.03%,6
"05/30/2024 23:00",18799,18799,18796.25,18796.25,-8.75,-0.05%,5
"05/30/2024 22:30",18800.5,18805,18800.5,18805,8,+0.04%,7
"05/30/2024 22:00",18774,18797,18772.5,18797,23.5,+0.13%,29
"05/30/2024 21:30",18793,18793,18773.5,18773.5,-25.25,-0.13%,7
"05/30/2024 21:00",18801.25,18801.25,18796,18798.75,0.75,0.00%,7
"05/30/2024 20:30",18782,18798,18781.5,18798,18.75,+0.10%,7
"05/30/2024 20:00",18765.75,18789.25,18765.75,18779.25,16,+0.09%,23
"05/30/2024 19:30",18760.75,18763.75,18743.75,18763.25,-0.25,0.00%,50
"05/30/2024 19:00",18801.5,18802,18760.5,18763.5,-37.,-0.20%,38
"05/30/2024 18:30",18815.25,18815.25,18799,18800.5,-11.,-0.06%,14
"05/30/2024 17:30",18810.25,18818,18810.25,18811.5,4.25,+0.02%,7
"05/30/2024 17:00",18830,18830,18806,18807.25,-32.,-0.17%,60
"05/30/2024 15:30",18837,18839.25,18829,18839.25,8.25,+0.04%,16
"05/30/2024 15:00",18847.5,18847.75,18800,18831,-24.,-0.13%,108
"05/30/2024 14:30",18883.5,18883.5,18796.5,18855,-25.,-0.13%,183
"05/30/2024 14:00",18905,18912.25,18857,18880,-28.5,-0.15%,54
"05/30/2024 13:30",18922,18930,18900,18908.5,-6.25,-0.03%,41
"05/30/2024 13:00",18941.75,18945,18894,18914.75,-28.75,-0.15%,56
"05/30/2024 12:30",18960,18965.5,18938.5,18943.5,-15.,-0.08%,15
"05/30/2024 12:00",18948.5,18965,18936,18958.5,22.5,+0.12%,34
"05/30/2024 11:30",18931,18946,18925.5,18936,2.5,+0.01%,24
"05/30/2024 11:00",18911,18945,18911,18933.5,12,+0.06%,16
"05/30/2024 10:30",18923.5,18930.5,18919.75,18921.5,4,+0.02%,37
"05/30/2024 10:00",18900,18917.5,18866,18917.5,12.5,+0.07%,50
"05/30/2024 09:30",18955,18955,18888,18905,-56.5,-0.30%,133
"05/30/2024 09:00",18983.75,18992.5,18930,18961.5,-22.25,-0.12%,86
"05/30/2024 08:30",18990,18995,18941.75,18983.75,-26.25,-0.14%,94
"05/30/2024 08:00",19002.75,19010,18987.75,19010,12,+0.06%,27
"05/30/2024 07:30",19005.25,19026.5,18998,18998,5,+0.03%,47
"05/30/2024 07:00",18984.75,19000.5,18983.5,18993,-8.5,-0.04%,17
"05/30/2024 06:30",18989,19001.5,18989,19001.5,18,+0.09%,4
"05/30/2024 06:00",18990,18990,18983.5,18983.5,-15.75,-0.08%,5
"05/30/2024 05:30",18967,18999.25,18967,18999.25,28.25,+0.15%,31
"05/30/2024 05:00",18970.25,18971,18967.25,18971,-3.,-0.02%,16
"05/30/2024 04:30",18968.75,18976,18966,18974,2.25,+0.01%,38
"05/30/2024 04:00",18978.25,18981,18971.75,18971.75,-9.5,-0.05%,13
"05/30/2024 03:30",18960,18983.75,18960,18981.25,25,+0.13%,92
"05/30/2024 03:00",18948,18956.25,18946,18956.25,12.25,+0.06%,8
"05/30/2024 02:30",18941.75,18944,18936.75,18944,7.5,+0.04%,8
"05/30/2024 02:00",18925,18936.5,18923.25,18936.5,25.25,+0.13%,19
"05/30/2024 01:30",18917.25,18918.75,18911.25,18911.25,-9.25,-0.05%,11
"05/30/2024 01:00",18917,18920.5,18917,18920.5,3.5,+0.02%,6
"05/30/2024 00:30",18904.25,18917,18904.25,18917,4.25,+0.02%,3
"05/30/2024 00:00",18918,18918,18912.75,18912.75,-7.25,-0.04%,9
"05/29/2024 23:30",18919,18920,18915,18920,-3.75,-0.02%,13
"05/29/2024 23:00",18926.5,18926.5,18923.75,18923.75,-8.,-0.04%,5
"05/29/2024 22:30",18925.5,18933,18925.5,18931.75,5.5,+0.03%,7
"05/29/2024 22:00",18935.5,18936,18924,18926.25,-10.25,-0.05%,10
"05/29/2024 21:30",18948.25,18948.25,18931,18936.5,-12.,-0.06%,12
"05/29/2024 21:00",18960,18960,18945.5,18948.5,-10.5,-0.06%,32
"05/29/2024 20:30",18952,18965,18952,18959,3.25,+0.02%,22
"05/29/2024 20:00",18957,18961,18950,18955.75,-7.25,-0.04%,22
"05/29/2024 19:30",18970.25,18970.25,18960,18963,-9.,-0.05%,5
"05/29/2024 19:00",18966.25,18976,18966.25,18972,2,+0.01%,12
"05/29/2024 18:30",18950,18970,18950,18970,9.25,+0.05%,9
"05/29/2024 18:00",18970,18970,18960.75,18960.75,-4.5,-0.02%,5
"05/29/2024 17:30",18974,18974,18965.25,18965.25,-33.75,-0.18%,5
"05/29/2024 17:00",19001,19001,18999,18999,6.75,+0.04%,2
"05/29/2024 15:30",19012.75,19032.25,18984,18992.25,-20.,-0.11%,48
"05/29/2024 15:00",19048.5,19048.5,19012.25,19012.25,-38.75,-0.20%,20
"05/29/2024 14:30",19089,19096.75,19030,19051,-44.,-0.23%,92
"05/29/2024 14:00",19073.75,19106,19067.75,19095,22,+0.12%,19
"05/29/2024 13:30",19085.5,19088,19058.75,19073,-13.,-0.07%,52
"05/29/2024 13:00",19105.25,19105.25,19085.25,19086,-14.,-0.07%,23
"05/29/2024 12:30",19089,19108,19063.75,19100,7,+0.04%,48
"05/29/2024 12:00",19114,19114,19080,19093,-25.5,-0.13%,60
"05/29/2024 11:30",19099.25,19120,19095.75,19118.5,17.75,+0.09%,23
"05/29/2024 11:00",19093.25,19101.5,19067,19100.75,6.5,+0.03%,77
"05/29/2024 10:30",19083.25,19098.25,19073,19094.25,0.25,0.00%,40
"05/29/2024 10:00",19115.75,19115.75,19076,19094,-20.75,-0.11%,53
"05/29/2024 09:30",19105,19121,19095,19114.75,18.75,+0.10%,120
"05/29/2024 09:00",19074.75,19110.25,19057.5,19096,20,+0.10%,114
"05/29/2024 08:30",19030,19091.5,19024.75,19076,68.5,+0.36%,204
"05/29/2024 08:00",19023,19023,19002.5,19007.5,-17.,-0.09%,35
"05/29/2024 07:30",19055.25,19055.25,19021,19024.5,-31.75,-0.17%,55
"05/29/2024 07:00",19057.25,19077.5,19056.25,19056.25,-13.,-0.07%,10
"05/29/2024 06:30",19047,19069.25,19047,19069.25,26.25,+0.14%,17
"05/29/2024 06:00",19063,19066.75,19042.25,19043,-12.,-0.06%,26
"05/29/2024 05:30",19071,19071,19054.5,19055,-16.25,-0.09%,33
"05/29/2024 05:00",19066,19072.5,19062.75,19071.25,8.75,+0.05%,15
"05/29/2024 04:30",19055,19066.75,19055,19062.5,13.25,+0.07%,33
"05/29/2024 04:00",19069.75,19070.5,19049.25,19049.25,-20.75,-0.11%,8
"05/29/2024 03:30",19065.25,19070.75,19050,19070,-8.5,-0.04%,16
"05/29/2024 03:00",19096,19117.5,19067.25,19078.5,-19.,-0.10%,32
"05/29/2024 02:30",19097.25,19106.5,19093.25,19097.5,-33.5,-0.18%,14
"05/29/2024 02:00",19115,19131,19105,19131,18.25,+0.10%,9
"05/29/2024 01:30",19115,19120.5,19112,19112.75,6.5,+0.03%,10
"05/29/2024 01:00",19100,19111.5,19100,19106.25,0.25,0.00%,5
"05/29/2024 00:30",19124.75,19125,19106,19106,-20.5,-0.11%,8
"05/29/2024 00:00",19141,19144.75,19126.5,19126.5,-12.75,-0.07%,7
"05/28/2024 23:30",19138,19139.25,19137.25,19139.25,5.25,+0.03%,8
"05/28/2024 23:00",19129,19134,19129,19134,11.5,+0.06%,8
"05/28/2024 22:30",19122.5,19122.5,19122.5,19122.5,-0.75,0.00%,1
"05/28/2024 22:00",19136.5,19138.75,19122.75,19123.25,-18.5,-0.10%,11
"05/28/2024 21:30",19150,19150,19141.75,19141.75,-12.5,-0.07%,6
"05/28/2024 21:00",19153,19154.25,19153,19154.25,-2.,-0.01%,3
"05/28/2024 20:30",19152.75,19156.25,19147.25,19156.25,-2.25,-0.01%,10
"05/28/2024 20:00",19156,19158.5,19151.25,19158.5,4,+0.02%,6
"05/28/2024 19:30",19170,19170,19150.5,19154.5,-15.5,-0.08%,5
"05/28/2024 19:00",19170,19174,19170,19170,-2.,-0.01%,3
"05/28/2024 18:30",19182,19182,19172,19172,-20.,-0.10%,5
"05/28/2024 18:00",19189.75,19192,19189.75,19192,-3.25,-0.02%,2
"05/28/2024 15:30",19194.75,19195.75,19194.75,19195.25,3,+0.02%,5
"05/28/2024 15:00",19195,19208.5,19188,19192.25,4,+0.02%,46
"05/28/2024 14:30",19125.25,19188.5,19120,19188.25,59.75,+0.31%,71
"05/28/2024 14:00",19116,19148.25,19112,19128.5,15.5,+0.08%,33
"05/28/2024 13:30",19120.75,19120.75,19065,19113,-13.25,-0.07%,68
"05/28/2024 13:00",19146,19170.5,19123,19126.25,-24.,-0.13%,46
"05/28/2024 12:30",19163,19185.75,19140,19150.25,-12.75,-0.07%,17
"05/28/2024 12:00",19158,19176.75,19151,19163,-3.,-0.02%,22
"05/28/2024 11:30",19171.5,19188.75,19166,19166,5,+0.03%,34
"05/28/2024 11:00",19172,19179.75,19156,19161,-7.5,-0.04%,18
"05/28/2024 10:30",19177,19180,19163,19168.5,-2.5,-0.01%,24
"05/28/2024 10:00",19170.25,19172.25,19148.5,19171,1.5,+0.01%,50
"05/28/2024 09:30",19147.25,19172.75,19126.5,19169.5,26,+0.14%,42
"05/28/2024 09:00",19104,19143.75,19090.25,19143.5,39.5,+0.21%,44
"05/28/2024 08:30",19161,19182.5,19091.5,19104,-64.,-0.33%,63
"05/28/2024 08:00",19158,19168,19148,19168,10,+0.05%,22
"05/28/2024 07:30",19150,19158,19150,19158,-7.75,-0.04%,4
"05/28/2024 07:00",19169.75,19169.75,19164,19165.75,1.75,+0.01%,4
"05/28/2024 06:30",19164,19164,19164,19164,-13.,-0.07%,1
"05/28/2024 06:00",19177,19177,19177,19177,7,+0.04%,1
"05/28/2024 05:30",19170,19170,19170,19170,-3.5,-0.02%,4
"05/28/2024 05:00",19211,19211.25,19171.5,19173.5,-37.5,-0.20%,14
"05/28/2024 04:30",19209,19211.25,19209,19211,-2.,-0.01%,15
"05/28/2024 04:00",19223.5,19225,19213,19213,-8.5,-0.04%,12
"05/28/2024 03:30",19216.75,19222.5,19213.75,19221.5,12.75,+0.07%,11
"05/28/2024 03:00",19171,19209,19171,19208.75,46.75,+0.24%,15
"05/28/2024 02:30",19169,19170.25,19162,19162,-2.75,-0.01%,3
"05/28/2024 02:00",19177,19185,19158.5,19164.75,-9.75,-0.05%,15
"05/28/2024 01:30",19167,19180,19167,19174.5,16,+0.08%,19
"05/28/2024 01:00",19157,19158.5,19157,19158.5,-7.75,-0.04%,2
"05/28/2024 00:30",19163.5,19166.25,19163.5,19166.25,1,+0.01%,3
"05/28/2024 00:00",19169,19169,19165.25,19165.25,0,0.00%,12
"05/27/2024 23:30",19169.25,19169.25,19165.25,19165.25,-9.75,-0.05%,3
"05/27/2024 23:00",19175,19175,19175,19175,6,+0.03%,1
"05/27/2024 22:30",19169,19169,19169,19169,8,+0.04%,1
"05/27/2024 22:00",19160.75,19161,19160.75,19161,2.25,+0.01%,2
"05/27/2024 21:00",19158,19159,19158,19158.75,2.25,+0.01%,7
"05/27/2024 20:30",19154,19156.5,19154,19156.5,11.5,+0.06%,2
"05/27/2024 20:00",19145,19145,19145,19145,4,+0.02%,3
"05/27/2024 19:30",19141,19141,19141,19141,-5.,-0.03%,1
"05/27/2024 19:00",19148,19148,19130,19146,-4.5,-0.02%,10
"05/27/2024 18:30",19159,19159,19150.5,19150.5,-9.5,-0.05%,4
"05/27/2024 18:00",19160,19160,19160,19160,-2.5,-0.01%,1
"05/27/2024 17:30",19158,19162.5,19149,19162.5,-2.5,-0.01%,7
"05/27/2024 17:00",19198.75,19199,19165,19165,-34.75,-0.18%,19
"05/27/2024 11:30",19188.5,19202.5,19188.5,19199.75,6,+0.03%,17
"05/27/2024 11:00",19177.75,19193.75,19177.75,19193.75,13.75,+0.07%,7
"05/27/2024 10:30",19171.5,19180,19171.25,19180,11.25,+0.06%,13
"05/27/2024 10:00",19158.75,19170,19158.75,19168.75,11,+0.06%,10
"05/27/2024 09:30",19130,19157.75,19130,19157.75,34.5,+0.18%,20
"05/27/2024 09:00",19130.25,19130.75,19122.5,19123.25,-2.75,-0.01%,12
"05/27/2024 08:30",19131.5,19151.75,19126,19126,3.25,+0.02%,23
"05/27/2024 08:00",19122.75,19122.75,19122.75,19122.75,5.5,+0.03%,1
"05/27/2024 07:30",19118.75,19118.75,19117.25,19117.25,-9.5,-0.05%,2
"05/27/2024 07:00",19126.75,19126.75,19126.75,19126.75,8.75,+0.05%,1
"05/27/2024 06:00",19117,19118,19117,19118,-6.5,-0.03%,2
"05/27/2024 05:30",19119.75,19124.5,19117.5,19124.5,9.25,+0.05%,12
"05/27/2024 04:30",19115.25,19115.25,19115.25,19115.25,3.25,+0.02%,1
"05/27/2024 02:30",19115.5,19115.5,19112,19112,-13.,-0.07%,3
"05/27/2024 02:00",19123.5,19125,19123.5,19125,-6.75,-0.04%,2
"05/27/2024 01:30",19125,19131.75,19122,19131.75,10.75,+0.06%,5
"05/27/2024 01:00",19119.5,19121,19119.5,19121,11,+0.06%,6
"05/27/2024 00:30",19110,19110,19110,19110,3.5,+0.02%,3
"05/27/2024 00:00",19109.75,19110,19106.5,19106.5,2.75,+0.01%,5
"05/26/2024 23:30",19103.75,19103.75,19103.75,19103.75,3.25,+0.02%,1
"05/26/2024 23:00",19100,19100.5,19100,19100.5,3.25,+0.02%,2
"05/26/2024 22:00",19097,19097.25,19097,19097.25,2,+0.01%,2
"05/26/2024 21:00",19095.25,19095.25,19095.25,19095.25,0.25,0.00%,1
"05/26/2024 20:30",19091,19095,19091,19095,3.5,+0.02%,3
"05/26/2024 20:00",19091,19091.5,19086,19091.5,0.5,0.00%,11
"05/26/2024 19:30",19091,19091,19091,19091,3,+0.02%,1
"05/26/2024 19:00",19080,19088,19080,19088,6,+0.03%,3
"05/26/2024 18:30",19093,19093,19082,19082,-8.25,-0.04%,5
"05/26/2024 18:00",19118,19118,19090.25,19090.25,-25.75,-0.13%,17
"05/26/2024 17:30",19117.25,19117.25,19116,19116,-9.75,-0.05%,2
"05/26/2024 17:00",19115.25,19125.75,19115.25,19125.75,14.25,+0.07%,2
"05/24/2024 15:30",19111.5,19111.5,19111.5,19111.5,3.75,+0.02%,1
"05/24/2024 15:00",19113,19113,19107.75,19107.75,-12.25,-0.06%,3
"05/24/2024 14:30",19110,19121.25,19101,19120,15,+0.08%,41
"05/24/2024 14:00",19109.25,19110.25,19083.5,19105,-8.5,-0.04%,17
"05/24/2024 13:30",19139,19139,19113.5,19113.5,-31.25,-0.16%,77
"05/24/2024 13:00",19155,19165,19144.5,19144.75,8.5,+0.04%,32
"05/24/2024 12:30",19120.75,19136.25,19120.75,19136.25,-6.5,-0.03%,7
"05/24/2024 12:00",19125.75,19142.75,19117.5,19142.75,13.75,+0.07%,17
"05/24/2024 11:30",19147,19147.5,19129,19129,-25.5,-0.13%,25
"05/24/2024 11:00",19139.75,19154.5,19137.25,19154.5,15.5,+0.08%,27
"05/24/2024 10:30",19149.75,19157.25,19126,19139,-8.,-0.04%,66
"05/24/2024 10:00",19119,19158.25,19119,19147,46.75,+0.24%,44
"05/24/2024 09:30",19070.25,19109.75,19062.25,19100.25,29.25,+0.15%,65
"05/24/2024 09:00",18995,19078.25,18995,19071,76.25,+0.40%,97
"05/24/2024 08:30",18991,19025,18979,18994.75,-5.25,-0.03%,82
"05/24/2024 08:00",19003.25,19010,18982.25,19000,10,+0.05%,12
"05/24/2024 07:30",19001,19017.5,18990,18990,16.5,+0.09%,54
"05/24/2024 07:00",18975,18975,18973.5,18973.5,-12.75,-0.07%,2
"05/24/2024 06:30",18987.25,18987.25,18986.25,18986.25,-17.5,-0.09%,3
"05/24/2024 06:00",18984.5,19003.75,18984.5,19003.75,19.25,+0.10%,60
"05/24/2024 05:30",18988,18989.75,18984.5,18984.5,2.5,+0.01%,4
"05/24/2024 05:00",18982,18982,18982,18982,12,+0.06%,1
"05/24/2024 04:30",18972.75,18972.75,18963.25,18970,-10.75,-0.06%,10
"05/24/2024 04:00",18982,18982,18980.5,18980.75,0.25,0.00%,4
"05/24/2024 03:30",18965,18983,18965,18980.5,16.5,+0.09%,13
"05/24/2024 03:00",18954,18964,18954,18964,24.5,+0.13%,5
"05/24/2024 02:30",18930.25,18940.5,18930.25,18939.5,13.25,+0.07%,3
"05/24/2024 02:00",18936.5,18936.5,18926.25,18926.25,-7.,-0.04%,3
"05/24/2024 01:30",18936.75,18936.75,18933.25,18933.25,-1.75,-0.01%,9
"05/24/2024 01:00",18943.75,18943.75,18929,18935,-13.,-0.07%,12
"05/24/2024 00:30",18948,18948,18948,18948,-6.75,-0.04%,1
"05/24/2024 00:00",18953.5,18954.75,18953,18954.75,2.5,+0.01%,5
"05/23/2024 23:30",18950,18952.25,18950,18952.25,2.25,+0.01%,2
"05/23/2024 23:00",18948.75,18955,18948.75,18950,-2.5,-0.01%,10
"05/23/2024 22:30",18952,18952.5,18952,18952.5,-6.25,-0.03%,3
"05/23/2024 22:00",18960,18960,18958.75,18958.75,1.25,+0.01%,3
"05/23/2024 21:30",18965.25,18966,18957.5,18957.5,-4.5,-0.02%,13
"05/23/2024 21:00",18964.25,18964.25,18958.5,18962,-8.25,-0.04%,20
"05/23/2024 20:30",18961,18972.25,18960,18970.25,5.25,+0.03%,15
"05/23/2024 20:00",18961,18965,18961,18965,3,+0.02%,6
"05/23/2024 19:30",18953.25,18963.75,18953.25,18962,23,+0.12%,10
"05/23/2024 18:30",18947.75,18956,18939,18939,0,0.00%,8
"05/23/2024 18:00",18939,18939,18939,18939,4.25,+0.02%,1
"05/23/2024 17:30",18930,18934.75,18930,18934.75,6.75,+0.04%,11
"05/23/2024 17:00",18928,18928,18928,18928,5.25,+0.03%,1
"05/23/2024 15:30",18921,18922.75,18921,18922.75,-10.25,-0.05%,5
"05/23/2024 15:00",18939.75,18939.75,18926,18933,-9.,-0.05%,7
"05/23/2024 14:30",18898.5,18952.5,18898.5,18942,53.75,+0.28%,92
"05/23/2024 14:00",18871.25,18899.75,18865,18888.25,17,+0.09%,72
"05/23/2024 13:30",18905,18939,18871.25,18871.25,-58.5,-0.31%,52
"05/23/2024 13:00",18950,18965,18910,18929.75,-41.25,-0.22%,101
"05/23/2024 12:30",19086.25,19086.5,18955,18971,-118.5,-0.62%,79
"05/23/2024 12:00",19095,19101,19062.5,19089.5,-3.,-0.02%,58
"05/23/2024 11:30",19165,19167.75,19092.5,19092.5,-69.75,-0.36%,63
"05/23/2024 11:00",19156.25,19164.75,19134,19162.25,-6.75,-0.04%,40
"05/23/2024 10:30",19145,19175,19141.75,19169,32.25,+0.17%,43
"05/23/2024 10:00",19059.75,19142,19059.75,19136.75,85,+0.45%,58
"05/23/2024 09:30",19127.25,19157.75,19048.25,19051.75,-62.25,-0.33%,99
"05/23/2024 09:00",19102.75,19153.5,19098.5,19114,26.5,+0.14%,110
"05/23/2024 08:30",19218.5,19218.5,19087.5,19087.5,-137.75,-0.72%,264
"05/23/2024 08:00",19249,19249,19219.25,19225.25,-27.5,-0.14%,122
"05/23/2024 07:30",19248,19265.75,19241.75,19252.75,2.75,+0.01%,37
"05/23/2024 07:00",19237,19250,19237,19250,19.75,+0.10%,19
"05/23/2024 06:30",19225.75,19232.75,19225.75,19230.25,3.25,+0.02%,6
"05/23/2024 06:00",19217.25,19227,19217.25,19227,12,+0.06%,11
"05/23/2024 05:30",19195,19215,19195,19215,17.5,+0.09%,11
"05/23/2024 05:00",19189.5,19198,19189.5,19197.5,5.5,+0.03%,5
"05/23/2024 04:30",19189.5,19198.5,19189.5,19192,2,+0.01%,12
"05/23/2024 04:00",19177,19192.25,19176.25,19190,-2.5,-0.01%,13
"05/23/2024 03:30",19192.75,19192.75,19192.5,19192.5,1.75,+0.01%,2
"05/23/2024 03:00",19190,19191,19185,19190.75,13.25,+0.07%,8
"05/23/2024 02:30",19186,19187.25,19177,19177.5,-18.5,-0.10%,7
"05/23/2024 02:00",19190.5,19197.75,19190.5,19196,14,+0.07%,5
"05/23/2024 01:30",19182,19182,19182,19182,3.25,+0.02%,1
"05/23/2024 01:00",19192.25,19192.25,19178.75,19178.75,-13.25,-0.07%,9
"05/23/2024 00:30",19192.25,19195,19192,19192,-4.,-0.02%,17
"05/23/2024 00:00",19204.5,19204.5,19192.5,19196,-8.75,-0.05%,6
"05/22/2024 23:30",19209.75,19209.75,19204.5,19204.75,-6.75,-0.04%,5
"05/22/2024 23:00",19206.25,19211.5,19204.75,19211.5,-0.5,0.00%,4
"05/22/2024 22:30",19202.25,19212,19201.5,19212,15,+0.08%,31
"05/22/2024 22:00",19188.25,19201,19180.25,19197,20,+0.10%,35
"05/22/2024 21:30",19147.75,19177,19147.75,19177,33.25,+0.17%,17
"05/22/2024 21:00",19142.5,19145.5,19140.5,19143.75,-2.,-0.01%,13
"05/22/2024 20:30",19130,19148.25,19130,19145.75,26.75,+0.14%,16
"05/22/2024 20:00",19111,19119,19111,19119,13.5,+0.07%,4
"05/22/2024 19:30",19104,19105.5,19102.75,19105.5,0,0.00%,8
"05/22/2024 19:00",19105.5,19106.75,19105.5,19105.5,-6.25,-0.03%,6
"05/22/2024 18:30",19106.5,19115,19106.5,19111.75,2.25,+0.01%,6
"05/22/2024 18:00",19103.75,19109.5,19103.75,19109.5,15.25,+0.08%,4
"05/22/2024 17:30",19093.5,19095,19093.5,19094.25,5.75,+0.03%,7
"05/22/2024 17:00",19090,19110,19087.25,19088.5,27.75,+0.15%,9
"05/22/2024 15:30",19061,19067.25,19007.75,19060.75,17.75,+0.09%,36
"05/22/2024 15:00",19037.75,19121.5,18935.5,19043,20.75,+0.11%,176
"05/22/2024 14:30",18987.5,19022.25,18971.25,19022.25,44.25,+0.23%,39
"05/22/2024 14:00",18975.5,18980,18943.5,18978,16.75,+0.09%,22
"05/22/2024 13:30",18942.5,18972.25,18935.25,18961.25,23,+0.12%,35
"05/22/2024 13:00",18985.5,18998.75,18938.25,18938.25,-51.75,-0.27%,59
"05/22/2024 12:30",19057.75,19057.75,18990,18990,-69.,-0.36%,92
"05/22/2024 12:00",19045.25,19065.5,19044.25,19059,13,+0.07%,21
"05/22/2024 11:30",19059.75,19059.75,19034.75,19046,-23.75,-0.12%,19
"05/22/2024 11:00",19059.5,19072.5,19057,19069.75,8.25,+0.04%,6
"05/22/2024 10:30",19072.75,19074.75,19049,19061.5,-13.5,-0.07%,36
"05/22/2024 10:00",19067.25,19078.25,19067.25,19075,20.25,+0.11%,45
"05/22/2024 09:30",19054.25,19054.75,19049,19054.75,-4.,-0.02%,6
"05/22/2024 09:00",19070,19070,19048.5,19058.75,-2.75,-0.01%,24
"05/22/2024 08:30",19050,19068.25,19030.5,19061.5,18.75,+0.10%,59
"05/22/2024 08:00",19049.75,19051,19038.5,19042.75,-0.25,0.00%,12
"05/22/2024 07:30",19031.25,19043,19031.25,19043,6.75,+0.04%,6
"05/22/2024 07:00",19038.25,19038.25,19028.25,19036.25,3,+0.02%,8
"05/22/2024 06:30",19045,19048,19033.25,19033.25,-14.75,-0.08%,13
"05/22/2024 06:00",19044,19052,19039.25,19048,29.75,+0.16%,31
"05/22/2024 05:30",19002,19018.25,19000,19018.25,7.25,+0.04%,26
"05/22/2024 05:00",19019.75,19019.75,19011,19011,-8.75,-0.05%,4
"05/22/2024 04:30",19019.75,19019.75,19019.75,19019.75,-1.75,-0.01%,1
"05/22/2024 04:00",19036.5,19038.25,19021.5,19021.5,-6.25,-0.03%,7
"05/22/2024 03:30",19031,19031,19027.75,19027.75,-13.25,-0.07%,4
